VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,charge_freq
KNDCD3LD0N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,15
KNDCD3LD1J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCD3LD1K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCD3LD1L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCD3LD1N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,9
KNDCD3LD2J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,8
KNDCD3LD2K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCD3LD2L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCD3LD2N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,11
KNDCD3LD3J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD3K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD3L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCD3LD3M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCD3LD3N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCD3LD4J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCD3LD4K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD4L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD4N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,8
KNDCD3LD5J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,8
KNDCD3LD5K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,8
KNDCD3LD5N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCD3LD6J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCD3LD6K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,7
KNDCD3LD6L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD6M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCD3LD6N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,10
KNDCD3LD7J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,12
KNDCD3LD7K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCD3LD7L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD7M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCD3LD7N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,7
KNDCD3LD8J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCD3LD8K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,7
KNDCD3LD8L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD8M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCD3LD8N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCD3LD9J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCD3LD9K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCD3LD9L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCD3LD9N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,13
KNDCD3LDXJ,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCD3LDXK,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCD3LDXL,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCD3LDXM,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCD3LDXN,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,8
KNDCE3LG0K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,23
KNDCE3LG0L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,20
KNDCE3LG0N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,10
KNDCE3LG1K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,21
KNDCE3LG1L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,12
KNDCE3LG1M,Wa,2021,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
KNDCE3LG1N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
KNDCE3LG2K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,21
KNDCE3LG2L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,17
KNDCE3LG2M,Wa,2021,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCE3LG2N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,18
KNDCE3LG3K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,23
KNDCE3LG3L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,20
KNDCE3LG3N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,9
KNDCE3LG4K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,22
KNDCE3LG4L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,13
KNDCE3LG4M,Wa,2021,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCE3LG4N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,18
KNDCE3LG5K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,21
KNDCE3LG5L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,17
KNDCE3LG5M,Wa,2021,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCE3LG5N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,10
KNDCE3LG6K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,29
KNDCE3LG6L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,14
KNDCE3LG6M,Wa,2021,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCE3LG6N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,14
KNDCE3LG7K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,20
KNDCE3LG7L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,22
KNDCE3LG7N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
KNDCE3LG8K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,23
KNDCE3LG8L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,14
KNDCE3LG8N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,15
KNDCE3LG9K,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,20
KNDCE3LG9L,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,17
KNDCE3LG9M,Wa,2021,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCE3LG9N,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
KNDCE3LGXK,Wa,2019,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,20
KNDCE3LGXL,Wa,2020,Kia,Niro,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,239,0,15
KNDCE3LGXM,Wa,2021,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCE3LGXN,Wa,2022,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,17
KNDCM3LD0J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD0K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD0L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD0N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD1J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCM3LD1K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCM3LD1L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD1M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCM3LD1N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD2J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD2K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD2L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD2N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD3J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,9
KNDCM3LD3K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCM3LD3L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCM3LD3N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCM3LD4J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCM3LD4K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,9
KNDCM3LD4L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD4M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCM3LD4N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCM3LD5J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCM3LD5K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,9
KNDCM3LD5L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD5M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCM3LD5N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD6J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,7
KNDCM3LD6K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,9
KNDCM3LD6L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,4
KNDCM3LD6M,Wa,2021,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCM3LD6N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD7J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LD7K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,9
KNDCM3LD7N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD8J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,9
KNDCM3LD8K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,7
KNDCM3LD8L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCM3LD8N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,6
KNDCM3LD9J,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD9K,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,3
KNDCM3LD9L,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCM3LD9N,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,5
KNDCM3LDXJ,Wa,2018,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCM3LDXK,Wa,2019,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,7
KNDCM3LDXL,Wa,2020,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,1
KNDCM3LDXN,Wa,2022,Kia,Niro,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,26,0,2
KNDCR3L10P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCR3L11P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCR3L12P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCR3L13P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCR3L14P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCR3L15P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCR3L16P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCR3L17P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCR3L18P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
KNDCR3L19P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCR3L1XP,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCT3L10P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCT3L11P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCT3L12P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCT3L14P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCT3L15P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
KNDCT3L16P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCT3L17P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCT3L18P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDCT3L19P,Wa,2023,Kia,Niro,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
KNDJ23A17L,Wa,2020,Kia,Soul ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDJP3AE0F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,3
KNDJP3AE0G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,16
KNDJP3AE0H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,2
KNDJP3AE0J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,2
KNDJP3AE1G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,12
KNDJP3AE1H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,6
KNDJP3AE1J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,3
KNDJP3AE2G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,18
KNDJP3AE2H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,6
KNDJP3AE2J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,2
KNDJP3AE3G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,9
KNDJP3AE3H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,6
KNDJP3AE3J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,3
KNDJP3AE4G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,11
KNDJP3AE4H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,9
KNDJP3AE4J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,1
KNDJP3AE5G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,9
KNDJP3AE5H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,12
KNDJP3AE5J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,4
KNDJP3AE6F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,1
KNDJP3AE6G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,11
KNDJP3AE6H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,4
KNDJP3AE7G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,12
KNDJP3AE7H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,4
KNDJP3AE7J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,1
KNDJP3AE8G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,17
KNDJP3AE8H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,7
KNDJP3AE8J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,2
KNDJP3AE9F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,2
KNDJP3AE9G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,13
KNDJP3AE9H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,8
KNDJP3AE9J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,1
KNDJP3AEXG,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,19
KNDJP3AEXH,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,3
KNDJP3AEXJ,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,3
KNDJX3AE0F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,1
KNDJX3AE0G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,14
KNDJX3AE0H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,7
KNDJX3AE0J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,3
KNDJX3AE0K,Wa,2019,Kia,Soul ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDJX3AE1F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,4
